"","no","G_ID","GDAY_DS","T_ID","WLS","P1","P2","P3","P4","D1","D2","D3","B1","B2","B3","B4","C1","C2","C3","C4","S1","S2","W","WS","WC","YEAR","p1","p2","p3","p4","d1","d2","d3","b1","b2","b3","b4","c1","c2","c3","c4","s1","s2"
"6286",17,"20200523OBSS0",20200523,"SS","L",0.513513514,10,0.243243243,0.555555556,0,0,0,0.27027027,3,0.3,0.918918919,4,0.162162162,0.142857143,8,0,0.635658915,"LOSE",0,9366,2020,0.754974756125382,0.467836257309941,0.492689409988015,0.3472222225,0,0,0,0.483460293276499,0.214285714285714,0.507942238315564,0.835304053866144,0.8,0.378378377621622,0.181818181933884,0.466666666666667,0,0.635658915
"6287",18,"20200524OBSS0",20200524,"SS","W",0.342857143,0,0.228571429,0,0,3,0,0.441176471,8,0.523809524,0.794117647,0,0.352941176,0.5,8,1,0.5,"WIN",3,9369,2020,0.466640502584218,0,0.459016394195109,0,0,0.75,0,0.889280037331972,0.571428571428571,1,0.712984625334729,0,0.823529409843137,0.636363636132231,0.466666666666667,0.2,0.5
"6288",19,"20200526SSLT0",20200526,"SS","L",0.266666667,1.125,0.2,0.375,1,0,0,0.137931034,4,0.242424242,0.206896552,0,0,0.125,6,3,1,"LOSE",0,9369,2020,0.33791208831127,0.0526315789473684,0.393442622612201,0.234375,0.5,0,0,0.169218477779021,0.285714285714286,0.381358712724558,0.137441222523966,0,0,0.159090909033058,0.333333333333333,0.6,1
"6289",20,"20200527SSLT0",20200527,"SS","W",0.151515152,1,0.212121212,0.111111111,0,0,1,0.323529412,14,0.458333333,0.794117647,2,0.323529412,0.272727273,13,0,0,"WIN",3,9372,2020,0.143356643781987,0.0467836257309941,0.421261797739773,0.069444444375,0,0,0.25,0.609925051422133,1,0.856046930392995,0.712984625334729,0.4,0.754901960578431,0.347107438237415,0.8,0,0
"6290",21,"20200528SSLT0",20200528,"SS","W",0.21875,1,0.1875,0.666666667,0,0,0,0.205882353,3,0.27027027,0.441176471,0,0.088235294,0.2,7,2,1,"WIN",3,9375,2020,0.256953983256841,0.0467836257309941,0.364754097975007,0.416666666875,0,0,0,0.330570065512293,0.214285714285714,0.442579763395673,0.367062165878343,0,0.205882352460784,0.254545454452893,0.4,0.4,1
"6291",22,"20200529NCSS0",20200529,"SS","W",0.272727273,4,0.090909091,0.222222222,0,0,0,0.257142857,0,0.257142857,0.257142857,0,0.114285714,0.444444444,5,0,0.635658915,"WIN",3,9378,2020,0.348151848460729,0.187134502923977,0.143070044168967,0.13888888875,0,0,0,0.452289022997251,0,0.413718411376145,0.18668831123485,0,0.266666665733333,0.565656564885216,0.266666666666667,0,0.635658915
"6292",23,"20200530NCSS0",20200530,"SS","W",0.166666667,1,0.133333333,0.222222222,0,1,0,0.363636364,7,0.475,0.848484848,3,0.272727273,0.307692308,7,0,0.635658915,"WIN",3,9381,2020,0.168956044155635,0.0467836257309941,0.240437157115471,0.13888888875,0,0.25,0,0.705159705871477,0.5,0.892689530369035,0.766270660409536,0.6,0.636363636363636,0.391608391857597,0.4,0,0.635658915
"6293",24,"20200531NCSS0",20200531,"SS","L",0.625,18,0.145833333,0.333333333,0,0,0,0.285714286,2,0.315789474,0.514285714,2,0.171428571,0.6,4,0,0.635658915,"LOSE",0,9381,2020,0.943337912639108,0.842105263157895,0.269125681752665,0.208333333125,0,0,0,0.520132377634097,0.142857142857143,0.542656280398128,0.438717531891954,0.4,0.3999999986,0.763636363358678,0.2,0,0.635658915
"6294",25,"20200602SSLG0",20200602,"SS","W",0.2,0,0.2,0,0,1,0,0.2,3,0.25,0.333333333,0,0.066666667,0.333333333,4,0,0,"WIN",3,9384,2020,0.22527472497766,0,0.393442622612201,0,0,0.25,0,0.316602316098075,0.214285714285714,0.398014440586001,0.26136363572879,0,0.155555556177778,0.424242423663912,0.2,0,0
"6295",26,"20200603SSLG0",20200603,"SS","W",0.435897436,6,0.179487179,0.111111111,0,0,1,0.324324324,6,0.404761905,0.756756757,2,0.324324324,0.461538462,4,0,0,"WIN",3,9387,2020,0.62383770110783,0.280701754385965,0.346364016961252,0.069444444375,0,0,0.25,0.611812583779058,0.428571428571429,0.738267148367638,0.676366707576447,0.4,0.756756755243243,0.587412587786395,0.2,0,0
"6296",27,"20200604SSLG0",20200604,"SS","L",0.540540541,12.375,0.108108108,0.125,0,0,0,0.125,3,0.2,0.28125,0,0,0,8,0,0.635658915,"LOSE",0,9387,2020,0.800638551797458,0.578947368421053,0.182543198004169,0.078125,0,0,0,0.138513512847686,0.214285714285714,0.288086642856438,0.210316050824596,0,0,0,0.466666666666667,0,0.635658915
"6297",28,"20200605SSSK0",20200605,"SS","L",0.285714286,4.5,0.214285714,0.875,0,0,0,0.21875,2,0.242424242,0.28125,0,0.03125,0.2,6,0,0,"LOSE",0,9387,2020,0.370094191879507,0.210526315789474,0.426229507256114,0.546875,0,0,0,0.361124516910673,0.142857142857143,0.381358712724558,0.210316050824596,0,0.07291666659375,0.254545454452893,0.333333333333333,0,0
"6298",29,"20200606SSSK0",20200606,"SS","L",0.307692308,6.75,0.076923077,1,0,1,1,0.21875,4,0.285714286,0.34375,1,0.125,0.25,5,2,1,"LOSE",0,9387,2020,0.407227388434362,0.315789473684211,0.110970995591756,0.625,0,0.25,0.25,0.361124516910673,0.285714285714286,0.476534296735276,0.271573153101674,0.2,0.291666666375,0.318181818066116,0.266666666666667,0.4,1
"6299",30,"20200607SSSK0",20200607,"SS","W",0.181818182,0,0.272727273,0.333333333,0,1,0,0.28125,2,0.323529412,0.40625,1,0.09375,0.25,5,2,1,"WIN",3,9390,2020,0.194555444529283,0,0.560357675672717,0.208333333125,0,0.25,0,0.509531852952664,0.142857142857143,0.559672967176195,0.332830255378752,0.2,0.21874999978125,0.318181818066116,0.266666666666667,0.4,1
"6300",31,"20200609WOSS0",20200609,"SS","L",0.416666667,5,0.194444444,0.777777778,0,1,1,0.314285714,4,0.375,0.428571429,0,0.085714286,0.166666667,10,3,1,"LOSE",0,9390,2020,0.591346154544722,0.233918128654971,0.380692166197856,0.48611111125,0,0.25,0.25,0.587975729896426,0.285714285714286,0.672833934909909,0.354707792326329,0,0.200000000466667,0.21212121246832,0.6,0.6,1
"6301",32,"20200610WOSS0",20200610,"SS","W",0.206896552,1,0.24137931,0.333333333,0,2,0,0.266666667,3,0.323529412,0.533333333,1,0.133333333,0.142857143,6,1,0.333333333,"WIN",3,9393,2020,0.236926866419996,0.0467836257309941,0.488411530964609,0.208333333125,0,0.5,0,0.474903475334372,0.214285714285714,0.559672967176195,0.457386363015439,0.2,0.311111110022222,0.181818181933884,0.333333333333333,0.2,0.333333333
"6302",33,"20200611WOSS0",20200611,"SS","W",0.242424242,3,0.151515152,0.222222222,0,1,0,0.21875,3,0.242424242,0.59375,3,0.1875,0,5,3,1,"WIN",3,9396,2020,0.296953046023873,0.140350877192982,0.282165922101911,0.13888888875,0,0.25,0,0.361124516910673,0.214285714285714,0.381358712724558,0.516601562209986,0.6,0.4374999995625,0,0.266666666666667,0.6,1
"6303",34,"20200613KTSS1",20200613,"SS","W",0.28125,3,0.15625,0.222222222,0,0,0,0.24137931,3,0.290322581,0.586206897,2,0.137931034,0.333333333,4,0,0.635658915,"WIN",3,9399,2020,0.362551510854113,0.140350877192982,0.293032786382021,0.13888888875,0,0,0,0.414858206727767,0.214285714285714,0.486665891148039,0.509208464098665,0.4,0.321839079011494,0.424242423663912,0.2,0,0.635658915
"6304",35,"20200613KTSS2",20200613,"SS","L",0.363636364,7,0.303030303,1,0,2,0,0.228571429,4,0.307692308,0.4,1,0.114285714,0.166666667,8,1,0.5,"LOSE",0,9399,2020,0.501748252392175,0.327485380116959,0.629905613491649,0.625,0,0.5,0,0.384445670734922,0.285714285714286,0.524854207873514,0.326704545151044,0.2,0.266666665733333,0.21212121246832,0.466666666666667,0.2,0.5
"6305",36,"20200614KTSS0",20200614,"SS","W",0.368421053,0,0.184210526,0.111111111,0,0,0,0.421052632,3,0.425,0.894736842,2,0.315789474,0.583333333,6,0,0.635658915,"WIN",3,9402,2020,0.509832273651725,0,0.357204485503614,0.069444444375,0,0,0,0.841495631941125,0.214285714285714,0.782761732639472,0.811602870441165,0.4,0.736842105263158,0.742424241730028,0.333333333333333,0,0.635658915
"6306",37,"20200616SSOB0",20200616,"SS","W",0.233333333,3,0.166666667,1.222222222,0,2,0,0.25,4,0.285714286,0.4375,0,0.125,0.222222222,6,0,0.635658915,"WIN",3,9405,2020,0.281593405799685,0.140350877192982,0.316939891011377,0.76388888875,0,0.5,0,0.435328184931668,0.285714285714286,0.476534296735276,0.363458806517291,0,0.291666666375,0.282828282442608,0.333333333333333,0,0.635658915
"6307",38,"20200617SSOB0",20200617,"SS","W",0.34375,3,0.09375,0.111111111,0,2,0,0.263157895,3,0.317073171,0.526315789,1,0.131578947,0.222222222,8,1,1,"WIN",3,9408,2020,0.468149038451385,0.140350877192982,0.149590163196049,0.069444444375,0,0.5,0,0.466571835249592,0.214285714285714,0.545478560081369,0.450508372446769,0.2,0.307017542692982,0.282828282442608,0.466666666666667,0.2,1
"6308",39,"20200618SSOB0",20200618,"SS","L",0.388888889,7.875,0.111111111,0.5,1,1,1,0.206896552,4,0.294117647,0.275862069,0,0.103448276,0.166666667,4,1,1,"LOSE",0,9408,2020,0.544413919681588,0.368421052631579,0.189435336048255,0.3125,0.5,0.25,0.25,0.332978298661197,0.285714285714286,0.495009556100406,0.205035266179335,0,0.241379310425287,0.21212121246832,0.2,0.2,1
"6309",40,"20200619SSHT0",20200619,"SS","L",0.484848485,5.625,0.363636364,0.375,0,3,0,0.233333333,7,0.368421053,0.233333333,0,0.133333333,0.1,9,2,1,"LOSE",0,9408,2020,0.706543457070917,0.263157894736842,0.769001491424593,0.234375,0,0.75,0,0.395752894528965,0.5,0.658369751808118,0.163352272085465,0,0.311111110022222,0.127272727226446,0.533333333333333,0.4,1
"6310",41,"20200620SSHT0",20200620,"SS","L",0.419354839,6.75,0.161290323,0.75,0,0,1,0.25,2,0.289473684,0.472222222,0,0.083333333,0.2,8,2,1,"LOSE",0,9408,2020,0.595887983616021,0.315789473684211,0.304600740827214,0.46875,0,0,0.25,0.435328184931668,0.142857142857143,0.484799543593855,0.397490529786754,0,0.194444443472222,0.254545454452893,0.466666666666667,0.4,1
"6311",42,"20200621SSHT0",20200621,"SS","W",0.314285714,5,0.142857143,0,0,1,0,0.395348837,2,0.422222222,0.76744186,3,0.279069767,0.6,6,0,0.635658915,"WIN",3,9411,2020,0.418367346387082,0.233918128654971,0.262295081741467,0,0,0.25,0,0.780461524067214,0.142857142857143,0.776654632277039,0.68683932273344,0.6,0.651162789015504,0.763636363358678,0.333333333333333,0,0.635658915
"6312",43,"20200623HHSS0",20200623,"SS","W",0.405405405,4,0.243243243,0.444444444,0,0,0,0.305555556,7,0.404761905,0.472222222,1,0.222222222,0.5,8,0,0.635658915,"WIN",3,9414,2020,0.57231957174752,0.187134502923977,0.492689409988015,0.2777777775,0,0,0,0.567245818024335,0.5,0.738267148367638,0.397490529786754,0.2,0.518518517481481,0.636363636132231,0.466666666666667,0,0.635658915
"6313",44,"20200624HHSS0",20200624,"SS","W",0.322580645,2,0.161290323,0.555555556,0,3,0,0.333333333,4,0.390243902,0.388888889,0,0.083333333,0.125,12,4,0.666666667,"WIN",3,9417,2020,0.432382133670122,0.0935672514619883,0.304600740827214,0.3472222225,0,0.75,0,0.633204632196151,0.285714285714286,0.706348506423214,0.315814393744021,0,0.194444443472222,0.159090909033058,0.733333333333333,0.8,0.666666667
"6314",45,"20200625HHSS0",20200625,"SS","L",0.384615385,9,0.179487179,0.333333333,1,1,1,0.205882353,3,0.27027027,0.382352941,0,0.058823529,0.090909091,8,0,0.635658915,"LOSE",0,9417,2020,0.537193576376355,0.421052631578947,0.346364016961252,0.208333333125,0.5,0.25,0.25,0.330570065512293,0.214285714285714,0.442579763395673,0.309408421982202,0,0.137254900862745,0.115702479412472,0.466666666666667,0,0.635658915
"6315",46,"20200626SSLT0",20200626,"SS","W",0.307692308,3.6,0.102564103,0.2,0,0,0,0.325,3,0.348837209,0.575,1,0.15,0.4,8,1,1,"WIN",3,9420,2020,0.407227388434362,0.168421052631579,0.169819252081671,0.125,0,0,0,0.613416988182058,0.214285714285714,0.615313574968132,0.498224431526863,0.2,0.34999999965,0.509090908905785,0.466666666666667,0.2,1
"6316",47,"20200627SSLT0",20200627,"SS","W",0.206896552,1,0.310344828,0.444444444,0,1,1,0.324324324,1,0.342105263,0.540540541,1,0.162162162,0.454545455,7,4,1,"WIN",3,9423,2020,0.236926866419996,0.0467836257309941,0.646693047945399,0.2777777775,0,0.25,0.25,0.611812583779058,0.0714285714285714,0.600513015003845,0.46445024585685,0.2,0.378378377621622,0.578512397062359,0.4,0.8,1
"6317",48,"20200628SSLT0",20200628,"SS","L",0.441176471,7.875,0.147058824,0.25,0,0,0,0.15625,0,0.15625,0.28125,1,0.09375,0.5,2,1,1,"LOSE",0,9423,2020,0.632756949813422,0.368421052631579,0.271938284052358,0.15625,0,0,0,0.212717180868682,0,0.19189981984307,0.210316050824596,0.2,0.21874999978125,0.636363636132231,0.0666666666666667,0.2,1
"6318",49,"20200630SKSS0",20200630,"SS","W",0.21875,1,0.21875,0.111111111,1,1,0,0.25,5,0.314285714,0.5,1,0.125,0.25,10,1,1,"WIN",3,9426,2020,0.256953983256841,0.0467836257309941,0.436475409567992,0.069444444375,0.5,0.25,0,0.435328184931668,0.357142857142857,0.539350179895852,0.424715908794369,0.2,0.291666666375,0.318181818066116,0.6,0.2,1
"6319",50,"20200701SKSS0",20200701,"SS","W",0.166666667,1,0.233333333,0.111111111,0,1,0,0.303030303,5,0.378378378,0.424242424,0,0.151515152,0.214285714,7,1,0.5,"WIN",3,9429,2020,0.168956044155635,0.0467836257309941,0.469945354213025,0.069444444375,0,0.25,0,0.561249560895342,0.357142857142857,0.680261487978669,0.350464875493641,0,0.353535354313131,0.272727272264463,0.4,0.2,0.5
"6320",51,"20200702SKSS0",20200702,"SS","W",0.342857143,2,0.2,0.111111111,0,1,1,0.34375,6,0.447368421,0.53125,1,0.1875,0.333333333,8,0,0,"WIN",3,9432,2020,0.466640502584218,0.0935672514619883,0.393442622612201,0.069444444375,0,0.25,0.25,0.657939188994655,0.428571428571429,0.831939957823826,0.455344459932908,0.2,0.4374999995625,0.424242423663912,0.466666666666667,0,0
"6321",52,"20200703LGSS0",20200703,"SS","W",0.454545455,7.875,0.242424242,0.5,0,0,1,0.34375,1,0.352941176,0.65625,0,0.28125,0.428571429,4,2,1,"WIN",3,9435,2020,0.655344656323621,0.368421052631579,0.490809735558704,0.3125,0,0,0.25,0.657939188994655,0.0714285714285714,0.624336376053428,0.577858664487064,0,0.65624999934375,0.545454545801653,0.2,0.4,1
"6322",53,"20200704LGSS0",20200704,"SS","W",0.285714286,4.5,0.238095238,0.416666667,0,0,0,0.282608696,5,0.352941176,0.543478261,2,0.152173913,0.181818182,10,0,0.635658915,"WIN",3,9438,2020,0.370094191879507,0.210526315789474,0.480874316526023,0.260416666875,0,0,0,0.512758100214279,0.357142857142857,0.624336376053428,0.467329545288873,0.4,0.355072463311594,0.231404958824944,0.6,0,0.635658915
"6323",54,"20200705LGSS0",20200705,"SS","L",0.228571429,7,0.114285714,0.777777778,1,0,1,0.297297297,1,0.315789474,0.675675676,1,0.081081081,0.25,8,1,1,"LOSE",0,9438,2020,0.273547881174796,0.327485380116959,0.19672131015856,0.48611111125,0.5,0,0.25,0.547636438527778,0.0714285714285714,0.542656280398128,0.596898034431598,0.2,0.189189188810811,0.318181818066116,0.466666666666667,0.2,1
"6324",55,"20200707SSWO0",20200707,"SS","W",0.206896552,2,0.172413793,0.333333333,0,3,0,0.465116279,3,0.479166667,0.558139535,0,0.255813953,0.5,8,0,0,"WIN",3,9441,2020,0.236926866419996,0.0935672514619883,0.330130016278902,0.208333333125,0,0.75,0,0.94612552742216,0.214285714285714,0.901850180912684,0.481699259863757,0,0.596899223069767,0.636363636132231,0.466666666666667,0,0
"6325",56,"20200708SSWO0",20200708,"SS","L",0.375,7.875,0.125,0.75,0,0,0,0.264705882,5,0.358974359,0.617647059,2,0.176470588,0.5,6,0,0,"LOSE",0,9441,2020,0.520947802250021,0.368421052631579,0.221311474789035,0.46875,0,0,0,0.470247557279954,0.357142857142857,0.637600666463217,0.540023395606536,0.4,0.411764704921569,0.636363636132231,0.333333333333333,0,0
"6326",57,"20200709SSWO0",20200709,"SS","L",0.344827586,4.5,0.068965517,1,0,0,1,0.294117647,1,0.314285714,0.352941176,0,0.058823529,0.333333333,6,0,0,"LOSE",0,9441,2020,0.46996968512936,0.210526315789474,0.0927077431027996,0.625,0,0,0.25,0.540086304351044,0.0714285714285714,0.539350179895852,0.280581550034132,0,0.137254900862745,0.424242423663912,0.333333333333333,0,0
"6327",58,"20200710SSKT0",20200710,"SS","L",0.529411765,9,0.235294118,0.5,0,1,0,0.257142857,5,0.333333333,0.4,0,0.085714286,0.125,10,0,0.635658915,"LOSE",0,9441,2020,0.781835812104916,0.421052631578947,0.474445516515484,0.3125,0,0.25,0,0.452289022997251,0.357142857142857,0.581227436069087,0.326704545151044,0,0.200000000466667,0.159090909033058,0.6,0,0.635658915
"6328",59,"20200711SSKT0",20200711,"SS","L",0.457142857,11.25,0.142857143,0.625,0,1,1,0.277777778,3,0.315789474,0.5,1,0.138888889,0.444444444,5,2,1,"LOSE",0,9441,2020,0.659733123993641,0.526315789473684,0.262295081741467,0.390625,0,0.25,0.25,0.501287001478002,0.214285714285714,0.542656280398128,0.424715908794369,0.2,0.324074074009259,0.565656564885216,0.266666666666667,0.4,1
"6329",60,"20200714HTSS0",20200714,"SS","W",0.28125,0,0.15625,0.111111111,0,2,0,0.333333333,6,0.424242424,0.703703704,2,0.185185185,0.2,6,0,0.635658915,"WIN",3,9444,2020,0.362551510854113,0,0.293032786382021,0.069444444375,0,0.5,0,0.633204632196151,0.428571428571429,0.781096159413616,0.624368686876731,0.4,0.432098764567901,0.254545454452893,0.333333333333333,0,0.635658915
"6330",61,"20200715HTSS0",20200715,"SS","L",0.314285714,5,0.171428571,0.222222222,1,0,0,0.2,3,0.264705882,0.333333333,1,0.066666667,0,5,0,0.635658915,"LOSE",0,9444,2020,0.418367346387082,0.233918128654971,0.327868851029293,0.13888888875,0.5,0,0,0.316602316098075,0.214285714285714,0.430346145024617,0.26136363572879,0.2,0.155555556177778,0,0.266666666666667,0,0.635658915
"6331",62,"20200716HTSS0",20200716,"SS","W",0.34375,7,0.25,0.555555556,0,1,0,0.368421053,5,0.441860465,0.631578947,2,0.210526316,0.357142857,10,2,0.5,"WIN",3,9447,2020,0.468149038451385,0.327485380116959,0.508196721160978,0.3472222225,0,0.25,0,0.716521033043948,0.357142857142857,0.819830408362399,0.553678229016596,0.4,0.491228070175439,0.454545454198347,0.6,0.4,0.5
"6332",63,"20200717LTSS0",20200717,"SS","W",0.447368421,10,0.131578947,0.333333333,1,1,0,0.435897436,6,0.5,0.846153846,2,0.384615385,0.45,8,3,1,"WIN",3,9450,2020,0.643218623589517,0.467836257309941,0.236410697436739,0.208333333125,0.5,0.25,0,0.876744876992413,0.428571428571429,0.947653429233816,0.763986013562783,0.4,0.897435897435897,0.572727272519008,0.466666666666667,0.6,1
"6333",64,"20200718LTSS0",20200718,"SS","W",0.25,2,0.125,0.555555556,0,2,1,0.333333333,5,0.394736842,0.575757576,2,0.151515152,0.272727273,11,2,0.666666667,"WIN",3,9453,2020,0.309752747055477,0.0935672514619883,0.221311474789035,0.3472222225,0,0.5,0.25,0.633204632196151,0.357142857142857,0.716226486413835,0.498966942095097,0.4,0.353535354313131,0.347107438237415,0.666666666666667,0.4,0.666666667
"6334",65,"20200719LTSS0",20200719,"SS","L",0.275862069,2,0.24137931,0.111111111,0,3,0,0.225806452,3,0.294117647,0.35483871,1,0.032258065,0,6,2,0.666666667,"LOSE",0,9453,2020,0.353448275774678,0.0935672514619883,0.488411530964609,0.069444444375,0,0.75,0,0.377880184802324,0.214285714285714,0.495009556100406,0.282441348983128,0.2,0.0752688182580645,0,0.333333333333333,0.4,0.666666667
"6335",1,"20200505WOHT0",20200505,"WO","W",0.21875,2,0.21875,0.444444444,0,2,0,0.315789474,6,0.409090909,0.684210526,2,0.289473684,0.666666667,6,0,0.777027027,"WIN",3,9456,2020,0.256953983256841,0.0935672514619883,0.436475409567992,0.2777777775,0,0.5,0,0.59154643414677,0.428571428571429,0.747784705889287,0.60526315730151,0.4,0.675438595324561,0.848484848600551,0.333333333333333,0,0.777027027
"6336",2,"20200506WOHT0",20200506,"WO","W",0.342857143,2,0.257142857,0.111111111,0,0,0,0.225806452,1,0.235294118,0.387096774,0,0.064516129,0,5,1,1,"WIN",3,9459,2020,0.466640502584218,0.0935672514619883,0.524590163482935,0.069444444375,0,0,0,0.377880184802324,0.0714285714285714,0.365682736147384,0.314057917394464,0,0.150537634182796,0,0.266666666666667,0.2,1
"6337",3,"20200507WOHT0",20200507,"WO","L",0.526315789,9,0.184210526,0.5,0,2,0,0.264705882,3,0.315789474,0.617647059,1,0.147058824,0.153846154,6,1,1,"LOSE",0,9459,2020,0.776604973527308,0.421052631578947,0.357204485503614,0.3125,0,0.5,0,0.470247557279954,0.214285714285714,0.542656280398128,0.540023395606536,0.2,0.343137255656863,0.195804195928798,0.333333333333333,0.2,1
"6338",4,"20200508HHWO0",20200508,"WO","W",0.225806452,3,0.225806452,0.222222222,0,1,0,0.294117647,4,0.351351351,0.617647059,2,0.147058824,0.375,9,0,0.777027027,"WIN",3,9462,2020,0.268876285413782,0.140350877192982,0.452670545332247,0.13888888875,0,0.25,0,0.540086304351044,0.285714285714286,0.62084105683292,0.540023395606536,0.4,0.343137255656863,0.477272727099174,0.533333333333333,0,0.777027027
"6339",5,"20200509HHWO0",20200509,"WO","W",0.393939394,3,0.121212121,0.111111111,0,1,1,0.142857143,8,0.314285714,0.285714286,1,0.107142857,0.333333333,7,2,1,"WIN",3,9465,2020,0.55294705313947,0.140350877192982,0.212617981987898,0.069444444375,0,0.25,0.25,0.1809156091989,0.571428571428571,0.539350179895852,0.214691558410134,0.2,0.249999999416667,0.424242423663912,0.4,0.4,1
"6340",6,"20200510HHWO0",20200510,"WO","W",0.4,3,0.2,0.111111111,0,1,1,0.258064516,4,0.333333333,0.483870968,0,0.193548387,0.363636364,5,0,0.777027027,"WIN",3,9468,2020,0.563186813288929,0.140350877192982,0.393442622612201,0.069444444375,0,0.25,0.25,0.454477518308117,0.285714285714286,0.581227436069087,0.408907624588701,0,0.451612902548387,0.462809917649887,0.266666666666667,0,0.777027027
"6341",7,"20200512SSWO0",20200512,"WO","W",0.193548387,2,0.290322581,0,0,2,0,0.233333333,5,0.303030303,0.5,1,0.1,0.285714286,7,1,0.5,"WIN",3,9471,2020,0.214374334868629,0.0935672514619883,0.600740349837279,0,0,0.5,0,0.395752894528965,0.357142857142857,0.51460452902043,0.424715908794369,0.2,0.2333333331,0.363636363867769,0.4,0.2,0.5
