,no,G_ID,GDAY_DS,T_ID,WLS,P1,P2,P3,P4,D1,D2,D3,B1,B2,B3,B4,C1,C2,C3,C4,S1,S2,W,WS,WC,YEAR,p1,p2,p3,p4,d1,d2,d3,b1,b2,b3,b4,c1,c2,c3,c4,s1,s2,P,D,B,C,S
6253,49,20200701SKSS0,20200701,SK,L,0.363636364,7.875,0.242424242,0.5,1,1,0,0.133333333,1,0.161290323,0.266666667,1,0.033333333,0,3,0,0.577586207,LOSE,0,9330,2020,0.501748252,0.368421053,0.490809736,0.3125,0.5,0.25,0,0.158301157,0.071428571,0.202981252,0.196022727,0.2,0.077777777,0,0.133333333,0,0.577586207,0.577035108,0.583333333,0.434488662,0.286111111,0.288793104
6254,50,20200702SKSS0,20200702,SK,L,0.40625,6.75,0.28125,0.75,0,1,0,0.285714286,1,0.305555556,0.4,0,0.057142857,0.181818182,8,0,0.577586207,LOSE,0,9330,2020,0.573746566,0.315789474,0.579918033,0.46875,0,0.25,0,0.520132378,0.071428571,0.520156439,0.326704545,0,0.133333333,0.231404959,0.466666667,0,0.577586207,0.555407998,0.75,0.470748551,0.224517906,0.288793104
6255,51,20200703SKLT0,20200703,SK,W,0.375,4.32,0.0625,1.08,0,0,1,0.3,2,0.333333333,0.55,2,0.175,0.333333333,8,0,0.577586207,WIN,3,9333,2020,0.520947802,0.202105263,0.077868852,0.675,0,0,0.25,0.554054054,0.142857143,0.581227436,0.473721591,0.4,0.408333333,0.424242424,0.466666667,0,0.577586207,0.419953947,0.583333333,0.395218372,0.441477272,0.288793104
6256,52,20200704SKLT0,20200704,SK,L,0.459459459,11.25,0.081081081,0.625,0,2,1,0.277777778,2,0.297297297,0.5,2,0.111111111,0.166666667,7,0,0.577586207,LOSE,0,9333,2020,0.663647163,0.526315789,0.120513956,0.390625,0,0.5,0.25,0.501287001,0.142857143,0.502000195,0.424715909,0.4,0.259259259,0.212121212,0.4,0,0.577586207,0.384981501,0.75,0.428141927,0.367845118,0.288793104
6257,53,20200705SKLT0,20200705,SK,W,0.28125,3,0.3125,0.333333333,0,2,1,0.294117647,4,0.368421053,0.647058824,2,0.147058824,0.25,5,1,0.5,WIN,3,9336,2020,0.362551511,0.140350877,0.651639344,0.208333333,0,0.5,0.25,0.540086304,0.285714286,0.658369752,0.568850268,0.4,0.343137256,0.318181818,0.266666667,0.2,0.5,0.735100906,0.75,0.546275226,0.448663102,0.35
6258,54,20200707NCSK0,20200707,SK,L,0.363636364,5,0.272727273,0.222222222,0,1,1,0.333333333,4,0.4,0.388888889,0,0.083333333,0.3,9,0,0,LOSE,0,9336,2020,0.501748252,0.233918129,0.560357676,0.138888889,0,0.25,0.25,0.633204632,0.285714286,0.727797834,0.315814394,0,0.194444443,0.381818182,0.533333333,0,0,0.671450601,0.666666667,0.334529317,0.260732323,0
6259,55,20200708NCSK0,20200708,SK,W,0.205882353,2,0.176470588,0.111111111,0,1,1,0.233333333,3,0.28125,0.5,2,0.1,0,7,0,0.577586207,WIN,3,9339,2020,0.235213316,0.093567251,0.339440693,0.069444444,0,0.25,0.25,0.395752895,0.214285714,0.466719314,0.424715909,0.4,0.233333333,0,0.4,0,0.577586207,0.73530392,0.666666667,0.494889199,0.308333333,0.288793104
6260,56,20200709NCSK0,20200709,SK,L,0.4,8,0.175,0.666666667,0,1,1,0.137931034,4,0.242424242,0.275862069,1,0.068965517,0,4,1,0.5,LOSE,0,9339,2020,0.563186813,0.374269006,0.336065573,0.416666667,0,0.25,0.25,0.169218478,0.285714286,0.381358713,0.205035266,0.2,0.16091954,0,0.2,0.2,0.5,0.495485772,0.666666667,0.46553811,0.290229885,0.35
6261,57,20200710SKHH0,20200710,SK,L,0.24137931,6.75,0.137931034,1,0,0,1,0.297297297,5,0.365853659,0.405405405,0,0.135135135,0.25,10,0,0.577586207,LOSE,0,9339,2020,0.29518757,0.315789474,0.250989258,0.625,0,0,0.25,0.547636439,0.357142857,0.652725192,0.332002456,0,0.315315315,0.318181818,0.6,0,0.577586207,0.503753053,0.583333333,0.416168148,0.258374283,0.288793104
6262,58,20200711SKHH0,20200711,SK,W,0.266666667,3,0.266666667,0.888888889,0,1,1,0.258064516,8,0.394736842,0.709677419,3,0.096774194,0,9,0,0,WIN,3,9342,2020,0.337912088,0.140350877,0.546448088,0.555555556,0,0.25,0.25,0.454477518,0.571428571,0.716226486,0.630223606,0.6,0.225806452,0,0.533333333,0,0,0.628157392,0.666666667,0.323706015,0.32311828,0
6263,59,20200713SKHH0,20200713,SK,L,0.387096774,4.5,0.129032258,0.375,0,1,1,0.096774194,6,0.243243243,0.161290323,0,0.032258065,0.166666667,7,0,0.577586207,LOSE,0,9342,2020,0.541386033,0.210526316,0.230565837,0.234375,0,0.25,0.25,0.071490846,0.428571429,0.383159332,0.092741936,0,0.075268818,0.212121212,0.4,0,0.577586207,0.561069622,0.666666667,0.451330624,0.221847508,0.288793104
6264,60,20200714SKOB0,20200714,SK,W,0.394736842,7,0.157894737,0,0,0,2,0.35,5,0.386363636,0.45,1,0.3,0.470588235,7,1,1,WIN,3,9345,2020,0.55429439,0.32748538,0.296807593,0,0,0,0.5,0.672779923,0.357142857,0.697817525,0.375710227,0.2,0.699999999,0.598930481,0.4,0.2,1,0.603756956,0.5,0.575939239,0.52473262,0.6
6265,61,20200715SKOB0,20200715,SK,L,0.527777778,7.875,0.055555556,0.375,0,1,1,0.285714286,1,0.297297297,0.285714286,0,0.057142857,0.333333333,8,1,1,LOSE,0,9345,2020,0.779075092,0.368421053,0.061930783,0.234375,0,0.25,0.25,0.520132378,0.071428571,0.502000195,0.214691558,0,0.133333333,0.424242424,0.466666667,0.2,1,0.42001491,0.666666667,0.571670394,0.272727272,0.6
6266,62,20200716SKOB0,20200716,SK,L,0.40625,4.5,0.1875,0.25,0,0,0,0.205882353,3,0.27027027,0.323529412,1,0.058823529,0,8,5,1,LOSE,0,9345,2020,0.573746566,0.210526316,0.364754098,0.15625,0,0,0,0.330570066,0.214285714,0.442579763,0.251754679,0.2,0.137254901,0,0.466666667,1,1,0.606057804,0.666666667,0.818181118,0.217647059,1
6267,63,20200717WOSK0,20200717,SK,W,0.447368421,9,0.263157895,0.888888889,0,0,1,0.371428571,7,0.465116279,0.714285714,2,0.314285714,0.461538462,7,0,0,WIN,3,9348,2020,0.643218624,0.421052632,0.538395169,0.555555556,0,0,0.25,0.723662437,0.5,0.870959617,0.634740259,0.4,0.733333332,0.587412588,0.4,0,0,0.479642089,0.583333333,0.265743856,0.58018648,0
6268,64,20200718WOSK0,20200718,SK,L,0.3125,4,0.1875,0.444444444,0,0,0,0.15625,2,0.205882353,0.28125,1,0.03125,0,6,0,0.577586207,LOSE,0,9348,2020,0.415350275,0.187134503,0.364754098,0.277777778,0,0,0,0.212717181,0.142857143,0.301019325,0.210316051,0.2,0.072916667,0,0.333333333,0,0.577586207,0.621122886,0.666666667,0.46634394,0.234895833,0.288793104
6269,65,20200719WOSK0,20200719,SK,W,0.242424242,3,0.121212121,0.333333333,0,1,0,0.2,7,0.351351351,0.2,0,0.1,0.25,9,0,0.577586207,WIN,3,9351,2020,0.296953046,0.140350877,0.212617982,0.208333333,0,0.25,0,0.316602316,0.5,0.620841057,0.130681818,0,0.233333333,0.318181818,0.533333333,0,0.577586207,0.641745181,0.75,0.492332847,0.254545454,0.288793104
6270,1,20200505NCSS0,20200505,SS,L,0.363636364,4,0.272727273,0.222222222,0,0,0,0.1,6,0.25,0.1,0,0,0,9,0,0,LOSE,0,9351,2020,0.501748252,0.187134503,0.560357676,0.138888889,0,0,0,0.079150578,0.428571429,0.398014441,0.032670454,0,0,0,0.533333333,0,0,0.683146508,0.666666667,0.337453294,0.116666667,0
6271,2,20200506NCSS0,20200506,SS,L,0.333333333,4,0.242424242,0.666666667,0,0,0,0.15625,2,0.181818182,0.59375,3,0.09375,0,4,0,0.635658915,LOSE,0,9351,2020,0.45054945,0.187134503,0.490809736,0.416666667,0,0,0,0.212717181,0.142857143,0.248112899,0.516601562,0.6,0.21875,0,0.2,0,0.635658915,0.609114779,0.666666667,0.47786009,0.4046875,0.317829458
6272,3,20200507NCSS0,20200507,SS,L,0.342857143,8,0.171428571,0.555555556,0,0,0,0.15625,6,0.27027027,0.21875,0,0.03125,0.1,9,0,0.635658915,LOSE,0,9351,2020,0.466640503,0.374269006,0.327868851,0.347222223,0,0,0,0.212717181,0.428571429,0.442579763,0.149058949,0,0.072916667,0.127272727,0.533333333,0,0.635658915,0.53493428,0.666666667,0.459314965,0.166714015,0.317829458
6273,4,20200508HTSS0,20200508,SS,W,0.2,0,0.3,0.666666667,0,1,1,0.2,7,0.351351351,0.533333333,1,0.166666667,0.111111111,8,1,0.333333333,WIN,3,9354,2020,0.225274725,0,0.62295082,0.416666667,0,0.25,0.25,0.316602316,0.5,0.620841057,0.457386363,0.2,0.388888889,0.141414141,0.466666667,0.2,0.333333333,0.745252357,0.666666667,0.486313089,0.315909091,0.266666667
6274,5,20200509HTSS0,20200509,SS,W,0.344827586,2,0.137931034,0.444444444,1,4,0,0.361111111,10,0.466666667,0.611111111,0,0.361111111,0.5,8,1,0.5,WIN,3,9357,2020,0.469969685,0.093567251,0.250989258,0.277777778,0.5,1,0,0.699163449,0.714285714,0.874368231,0.533617424,0,0.842592591,0.636363636,0.466666667,0.2,0.5,0.602418636,0.833333333,0.533937992,0.50307239,0.35
6275,6,20200510HTSS0,20200510,SS,L,0.5,12,0.166666667,0.555555556,1,1,0,0.193548387,3,0.257142857,0.580645161,2,0.096774194,0,5,0,0.635658915,LOSE,0,9357,2020,0.732142857,0.561403509,0.316939891,0.347222223,0.5,0.25,0,0.301282849,0.214285714,0.413718411,0.503757331,0.4,0.225806452,0,0.266666667,0,0.635658915,0.419042826,0.583333333,0.409508768,0.339784946,0.317829458
6276,7,20200512SSWO0,20200512,SS,L,0.333333333,3.375,0.133333333,0.375,1,0,0,0.193548387,0,0.193548387,0.193548387,0,0.032258065,0.333333333,2,2,0.666666667,LOSE,0,9357,2020,0.45054945,0.157894737,0.240437157,0.234375,0.5,0,0,0.301282849,0,0.273902411,0.124358504,0,0.075268818,0.424242424,0.066666667,0.4,0.666666667,0.599404493,0.5,0.54151779,0.358211144,0.533333334
6277,8,20200513SSWO0,20200513,SS,W,0.066666667,0,0.4,0.222222222,0,0,0,0.15625,0,0.15625,0.34375,1,0.125,0.333333333,1,1,1,WIN,3,9360,2020,0,0,0.852459017,0.138888889,0,0,0,0.212717181,0,0.19189982,0.271573153,0.2,0.291666666,0.424242424,0,0.2,1,0.928392532,0.666666667,0.6987648,0.478977273,0.6
6278,9,20200514SSWO0,20200514,SS,W,0.342857143,5,0.228571429,0.222222222,0,0,0,0.411764706,6,0.473684211,0.764705882,1,0.235294118,0.5,6,0,0,WIN,3,9363,2020,0.466640503,0.233918129,0.459016394,0.138888889,0,0,0,0.81944129,0.428571429,0.889796695,0.684157753,0.2,0.549019608,0.636363636,0.333333333,0,0,0.654892219,0.666666667,0.330389721,0.513012478,0
6279,10,20200515SSKT0,20200515,SS,L,0.634146341,15.75,0.073170732,0.5,0,0,1,0.307692308,1,0.317073171,0.41025641,0,0.153846154,0.272727273,8,0,0.635658915,LOSE,0,9363,2020,0.958791209,0.736842105,0.102359056,0.3125,0,0,0.25,0.572319573,0.071428571,0.54547856,0.336756992,0,0.358974359,0.347107438,0.466666667,0,0.635658915,0.273556436,0.583333333,0.373137171,0.309853783,0.317829458
6280,11,20200516SSKT0,20200516,SS,L,0.571428571,11.25,0.057142857,0.75,0,2,0,0.235294118,3,0.297297297,0.294117647,0,0.117647059,0.3,6,1,1,LOSE,0,9363,2020,0.852825745,0.526315789,0.065573769,0.46875,0,0.5,0,0.400408813,0.214285714,0.502000195,0.222927807,0,0.274509804,0.381818182,0.333333333,0.2,1,0.304420559,0.833333333,0.584438473,0.330748663,0.6
6281,12,20200517SSKT0,20200517,SS,L,0.387096774,10.125,0.129032258,0.875,0,0,1,0.212121212,1,0.235294118,0.272727273,0,0.060606061,0.4,5,1,0.5,LOSE,0,9363,2020,0.541386033,0.473684211,0.230565837,0.546875,0,0,0.25,0.345384345,0.071428571,0.365682736,0.20196281,0,0.141414142,0.509090909,0.266666667,0.2,0.5,0.417155148,0.583333333,0.42512212,0.345959596,0.35
6282,13,20200519LGSS0,20200519,SS,L,0.432432432,10,0.135135135,0.555555556,0,2,0,0.314285714,2,0.342105263,0.657142857,2,0.171428571,0.285714286,5,0,0.635658915,LOSE,0,9363,2020,0.617983367,0.467836257,0.24457244,0.347222223,0,0.5,0,0.58797573,0.142857143,0.600513015,0.578733766,0.4,0.399999999,0.363636364,0.266666667,0,0.635658915,0.452882648,0.833333333,0.480468724,0.474242424,0.317829458
6283,14,20200520LGSS0,20200520,SS,W,0.21875,1,0.1875,0.333333333,0,1,2,0.192307692,1,0.206896552,0.269230769,0,0.115384615,0.25,2,3,1,WIN,3,9366,2020,0.256953983,0.046783626,0.364754098,0.208333333,0,0.25,0.5,0.298336797,0.071428571,0.303249098,0.198535839,0,0.269230768,0.318181818,0.066666667,0.6,1,0.713170789,0.583333333,0.724126031,0.38018648,0.8
6284,15,20200521LGSS0,20200521,SS,L,0.242424242,2,0.242424242,0.222222222,0,0,0,0.074074074,5,0.21875,0.074074074,0,0,0,5,0,0.635658915,LOSE,0,9366,2020,0.296953046,0.093567251,0.490809736,0.138888889,0,0,0,0.017589017,0.357142857,0.329309567,0.007260101,0,0,0,0.266666667,0,0.635658915,0.740350137,0.666666667,0.51066893,0.183333333,0.317829458
6285,16,20200522OBSS0,20200522,SS,L,0.486486486,12,0.162162162,1,1,2,0,0.342857143,4,0.4,0.514285714,1,0.2,0.363636364,8,0,0.635658915,LOSE,0,9366,2020,0.709310959,0.561403509,0.306601683,0.625,0.5,0.5,0,0.655819085,0.285714286,0.727797834,0.438717532,0.2,0.466666666,0.462809918,0.466666667,0,0.635658915,0.352721804,0.666666667,0.413761846,0.415702479,0.317829458
6286,17,20200523OBSS0,20200523,SS,L,0.513513514,10,0.243243243,0.555555556,0,0,0,0.27027027,3,0.3,0.918918919,4,0.162162162,0.142857143,8,0,0.635658915,LOSE,0,9366,2020,0.754974756,0.467836257,0.49268941,0.347222223,0,0,0,0.483460293,0.214285714,0.507942238,0.835304054,0.8,0.378378378,0.181818182,0.466666667,0,0.635658915,0.480664044,0.666666667,0.445747406,0.473382473,0.317829458
6287,18,20200524OBSS0,20200524,SS,W,0.342857143,0,0.228571429,0,0,3,0,0.441176471,8,0.523809524,0.794117647,0,0.352941176,0.5,8,1,0.5,WIN,3,9369,2020,0.466640503,0,0.459016394,0,0,0.75,0,0.889280037,0.571428571,1,0.712984625,0,0.82352941,0.636363636,0.466666667,0.2,0.5,0.748093973,0.916666667,0.59119016,0.498306595,0.35
6288,19,20200526SSLT0,20200526,SS,L,0.266666667,1.125,0.2,0.375,1,0,0,0.137931034,4,0.242424242,0.206896552,0,0,0.125,6,3,1,LOSE,0,9369,2020,0.337912088,0.052631579,0.393442623,0.234375,0.5,0,0,0.169218478,0.285714286,0.381358713,0.137441223,0,0,0.159090909,0.333333333,0.6,1,0.692130989,0.5,0.698032747,0.206439394,0.8
6289,20,20200527SSLT0,20200527,SS,W,0.151515152,1,0.212121212,0.111111111,0,0,1,0.323529412,14,0.458333333,0.794117647,2,0.323529412,0.272727273,13,0,0,WIN,3,9372,2020,0.143356644,0.046783626,0.421261798,0.069444444,0,0,0.25,0.609925051,1,0.85604693,0.712984625,0.4,0.754901961,0.347107438,0.8,0,0,0.790419271,0.583333333,0.343438151,0.42550235,0
6290,21,20200528SSLT0,20200528,SS,W,0.21875,1,0.1875,0.666666667,0,0,0,0.205882353,3,0.27027027,0.441176471,0,0.088235294,0.2,7,2,1,WIN,3,9375,2020,0.256953983,0.046783626,0.364754098,0.416666667,0,0,0,0.330570066,0.214285714,0.442579763,0.367062166,0,0.205882352,0.254545454,0.4,0.4,1,0.661087456,0.666666667,0.681938531,0.265106952,0.7
6291,22,20200529NCSS0,20200529,SS,W,0.272727273,4,0.090909091,0.222222222,0,0,0,0.257142857,0,0.257142857,0.257142857,0,0.114285714,0.444444444,5,0,0.635658915,WIN,3,9378,2020,0.348151848,0.187134503,0.143070044,0.138888889,0,0,0,0.452289023,0,0.413718411,0.186688311,0,0.266666666,0.565656565,0.266666667,0,0.635658915,0.617223701,0.666666667,0.479887321,0.391414141,0.317829458
6292,23,20200530NCSS0,20200530,SS,W,0.166666667,1,0.133333333,0.222222222,0,1,0,0.363636364,7,0.475,0.848484848,3,0.272727273,0.307692308,7,0,0.635658915,WIN,3,9381,2020,0.168956044,0.046783626,0.240437157,0.138888889,0,0.25,0,0.705159706,0.5,0.89268953,0.76627066,0.6,0.636363636,0.391608392,0.4,0,0.635658915,0.72145215,0.75,0.526777766,0.556993007,0.317829458
6293,24,20200531NCSS0,20200531,SS,L,0.625,18,0.145833333,0.333333333,0,0,0,0.285714286,2,0.315789474,0.514285714,2,0.171428571,0.6,4,0,0.635658915,LOSE,0,9381,2020,0.943337913,0.842105263,0.269125682,0.208333333,0,0,0,0.520132378,0.142857143,0.54265628,0.438717532,0.4,0.399999999,0.763636363,0.2,0,0.635658915,0.318837293,0.666666667,0.405290719,0.59090909,0.317829458
6294,25,20200602SSLG0,20200602,SS,W,0.2,0,0.2,0,0,1,0,0.2,3,0.25,0.333333333,0,0.066666667,0.333333333,4,0,0,WIN,3,9384,2020,0.225274725,0,0.393442623,0,0,0.25,0,0.316602316,0.214285714,0.398014441,0.261363636,0,0.155555556,0.424242424,0.2,0,0,0.792041974,0.75,0.385510494,0.344949495,0
6295,26,20200603SSLG0,20200603,SS,W,0.435897436,6,0.179487179,0.111111111,0,0,1,0.324324324,6,0.404761905,0.756756757,2,0.324324324,0.461538462,4,0,0,WIN,3,9387,2020,0.623837701,0.280701754,0.346364017,0.069444444,0,0,0.25,0.611812584,0.428571429,0.738267148,0.676366708,0.4,0.756756755,0.587412588,0.2,0,0,0.593095029,0.583333333,0.294107091,0.636042336,0
6296,27,20200604SSLG0,20200604,SS,L,0.540540541,12.375,0.108108108,0.125,0,0,0,0.125,3,0.2,0.28125,0,0,0,8,0,0.635658915,LOSE,0,9387,2020,0.800638552,0.578947368,0.182543198,0.078125,0,0,0,0.138513513,0.214285714,0.288086643,0.210316051,0,0,0,0.466666667,0,0.635658915,0.431208069,0.666666667,0.433383413,0.133333333,0.317829458
6297,28,20200605SSSK0,20200605,SS,L,0.285714286,4.5,0.214285714,0.875,0,0,0,0.21875,2,0.242424242,0.28125,0,0.03125,0.2,6,0,0,LOSE,0,9387,2020,0.370094192,0.210526316,0.426229507,0.546875,0,0,0,0.361124517,0.142857143,0.381358713,0.210316051,0,0.072916667,0.254545454,0.333333333,0,0,0.5746835,0.666666667,0.310337542,0.248532197,0
6298,29,20200606SSSK0,20200606,SS,L,0.307692308,6.75,0.076923077,1,0,1,1,0.21875,4,0.285714286,0.34375,1,0.125,0.25,5,2,1,LOSE,0,9387,2020,0.407227388,0.315789474,0.110970996,0.625,0,0.25,0.25,0.361124517,0.285714286,0.476534297,0.271573153,0.2,0.291666666,0.318181818,0.266666667,0.4,1,0.440738533,0.666666667,0.6268513,0.385795454,0.7
6299,30,20200607SSSK0,20200607,SS,W,0.181818182,0,0.272727273,0.333333333,0,1,0,0.28125,2,0.323529412,0.40625,1,0.09375,0.25,5,2,1,WIN,3,9390,2020,0.194555445,0,0.560357676,0.208333333,0,0.25,0,0.509531853,0.142857143,0.559672967,0.332830255,0.2,0.21875,0.318181818,0.266666667,0.4,1,0.789367225,0.75,0.734841806,0.367566288,0.7
6300,31,20200609WOSS0,20200609,SS,L,0.416666667,5,0.194444444,0.777777778,0,1,1,0.314285714,4,0.375,0.428571429,0,0.085714286,0.166666667,10,3,1,LOSE,0,9390,2020,0.591346155,0.233918129,0.380692166,0.486111111,0,0.25,0.25,0.58797573,0.285714286,0.672833935,0.354707792,0,0.2,0.212121212,0.6,0.6,1,0.517329193,0.666666667,0.695998965,0.203030303,0.8
6301,32,20200610WOSS0,20200610,SS,W,0.206896552,1,0.24137931,0.333333333,0,2,0,0.266666667,3,0.323529412,0.533333333,1,0.133333333,0.142857143,6,1,0.333333333,WIN,3,9393,2020,0.236926866,0.046783626,0.488411531,0.208333333,0,0.5,0,0.474903475,0.214285714,0.559672967,0.457386363,0.2,0.31111111,0.181818182,0.333333333,0.2,0.333333333,0.749091926,0.833333333,0.528939648,0.33989899,0.266666667
6302,33,20200611WOSS0,20200611,SS,W,0.242424242,3,0.151515152,0.222222222,0,1,0,0.21875,3,0.242424242,0.59375,3,0.1875,0,5,3,1,WIN,3,9396,2020,0.296953046,0.140350877,0.282165922,0.138888889,0,0.25,0,0.361124517,0.214285714,0.381358713,0.516601562,0.6,0.4375,0,0.266666667,0.6,1,0.676493278,0.75,0.756623319,0.442708333,0.8
6303,34,20200613KTSS1,20200613,SS,W,0.28125,3,0.15625,0.222222222,0,0,0,0.24137931,3,0.290322581,0.586206897,2,0.137931034,0.333333333,4,0,0.635658915,WIN,3,9399,2020,0.362551511,0.140350877,0.293032786,0.138888889,0,0,0,0.414858207,0.214285714,0.486665891,0.509208464,0.4,0.321839079,0.424242424,0.2,0,0.635658915,0.662810377,0.666666667,0.49128399,0.486520376,0.317829458
6304,35,20200613KTSS2,20200613,SS,L,0.363636364,7,0.303030303,1,0,2,0,0.228571429,4,0.307692308,0.4,1,0.114285714,0.166666667,8,1,0.5,LOSE,0,9399,2020,0.501748252,0.32748538,0.629905613,0.625,0,0.5,0,0.384445671,0.285714286,0.524854208,0.326704545,0.2,0.266666666,0.212121212,0.466666667,0.2,0.5,0.543917995,0.833333333,0.519312832,0.303030303,0.35
6305,36,20200614KTSS0,20200614,SS,W,0.368421053,0,0.184210526,0.111111111,0,0,0,0.421052632,3,0.425,0.894736842,2,0.315789474,0.583333333,6,0,0.635658915,WIN,3,9402,2020,0.509832274,0,0.357204486,0.069444444,0,0,0,0.841495632,0.214285714,0.782761733,0.81160287,0.4,0.736842105,0.742424242,0.333333333,0,0.635658915,0.694481942,0.666666667,0.499201881,0.636483253,0.317829458
6306,37,20200616SSOB0,20200616,SS,W,0.233333333,3,0.166666667,1.222222222,0,2,0,0.25,4,0.285714286,0.4375,0,0.125,0.222222222,6,0,0.635658915,WIN,3,9405,2020,0.281593406,0.140350877,0.316939891,0.763888889,0,0.5,0,0.435328185,0.285714286,0.476534297,0.363458807,0,0.291666666,0.282828282,0.333333333,0,0.635658915,0.53277668,0.833333333,0.500442232,0.310290404,0.317829458
6307,38,20200617SSOB0,20200617,SS,W,0.34375,3,0.09375,0.111111111,0,2,0,0.263157895,3,0.317073171,0.526315789,1,0.131578947,0.222222222,8,1,1,WIN,3,9408,2020,0.468149038,0.140350877,0.149590163,0.069444444,0,0.5,0,0.466571835,0.214285714,0.54547856,0.450508372,0.2,0.307017543,0.282828282,0.466666667,0.2,1,0.617911451,0.833333333,0.662811196,0.33079479,0.6
6308,39,20200618SSOB0,20200618,SS,L,0.388888889,7.875,0.111111111,0.5,1,1,1,0.206896552,4,0.294117647,0.275862069,0,0.103448276,0.166666667,4,1,1,LOSE,0,9408,2020,0.54441392,0.368421053,0.189435336,0.3125,0.5,0.25,0.25,0.332978299,0.285714286,0.495009556,0.205035266,0,0.24137931,0.212121212,0.2,0.2,1,0.491025091,0.5,0.547756273,0.313375131,0.6
6309,40,20200619SSHT0,20200619,SS,L,0.484848485,5.625,0.363636364,0.375,0,3,0,0.233333333,7,0.368421053,0.233333333,0,0.133333333,0.1,9,2,1,LOSE,0,9408,2020,0.706543457,0.263157895,0.769001491,0.234375,0,0.75,0,0.395752895,0.5,0.658369752,0.163352272,0,0.31111111,0.127272727,0.533333333,0.4,1,0.641231285,0.916666667,0.739474488,0.226262626,0.7
6310,41,20200620SSHT0,20200620,SS,L,0.419354839,6.75,0.161290323,0.75,0,0,1,0.25,2,0.289473684,0.472222222,0,0.083333333,0.2,8,2,1,LOSE,0,9408,2020,0.595887984,0.315789474,0.304600741,0.46875,0,0,0.25,0.435328185,0.142857143,0.484799544,0.39749053,0,0.194444443,0.254545454,0.466666667,0.4,1,0.481043321,0.583333333,0.616094164,0.245580808,0.7
6311,42,20200621SSHT0,20200621,SS,W,0.314285714,5,0.142857143,0,0,1,0,0.395348837,2,0.422222222,0.76744186,3,0.279069767,0.6,6,0,0.635658915,WIN,3,9411,2020,0.418367346,0.233918129,0.262295082,0,0,0.25,0,0.780461524,0.142857143,0.776654632,0.686839323,0.6,0.651162789,0.763636363,0.333333333,0,0.635658915,0.652502402,0.75,0.509540329,0.670366455,0.317829458
6312,43,20200623HHSS0,20200623,SS,W,0.405405405,4,0.243243243,0.444444444,0,0,0,0.305555556,7,0.404761905,0.472222222,1,0.222222222,0.5,8,0,0.635658915,WIN,3,9414,2020,0.572319572,0.187134503,0.49268941,0.277777778,0,0,0,0.567245818,0.5,0.738267148,0.39749053,0.2,0.518518517,0.636363636,0.466666667,0,0.635658915,0.613864389,0.666666667,0.479047493,0.472053872,0.317829458
6313,44,20200624HHSS0,20200624,SS,W,0.322580645,2,0.161290323,0.555555556,0,3,0,0.333333333,4,0.390243902,0.388888889,0,0.083333333,0.125,12,4,0.666666667,WIN,3,9417,2020,0.432382134,0.093567251,0.304600741,0.347222223,0,0.75,0,0.633204632,0.285714286,0.706348506,0.315814394,0,0.194444443,0.159090909,0.733333333,0.8,0.666666667,0.607857283,0.916666667,0.747797654,0.155050505,0.733333334
